Nom,Pochette,Statut,Auteur,Genre,Durée,Durée d'écoute,Synopsis,Note,Site,Langue,Dernier épisode,MP3,Website,Youtube,RSS,Soundcloud,Spotify,Discord,Récompense,Citation,Recommandation,Bande-annonce,NSI 2022,NSI 2023,Message Insta,Auteurs,Listen Notes,Note Apple
Le donjon de Naheulbeuk,naheulbeuk.gif (https://v5.airtableusercontent.com/v3/u/29/29/1716739200000/FmCDW3Zy2cxY00h47iJuVQ/LDMn_HXdFYBkm-rK2gqWZr5jic063uF3uZ_cWprlZKa63mCyrcvfp10Csntv3hlusVU-6XPwf8fzFJGx9RanQf88yrEx-_fDfTcuYkQ2fhtt5wwpzJckoW9cA_O0oz5HmX0nlshHzpEiN8ksktuALw/w9BmU40N02TlbhYYqlW9ATEUnam-YUabVb8UVmnDPts),En cours,Pen of Chaos,"Humour,Fantasy,Musical",6:06,6 h 6 min,"Une compagnie constituée de personnages tous plus imbéciles les uns que les autres va s'aventurer dans un donjon mystérieux pour aller chercher une statuette mystérieuse et ensuite la remettre à un commanditaire mystérieux, en échange de 8000 pièces d'or. Mais cette quête s'avérera bien plus difficile que prévu...",5,http://www.penofchaos.com/warham/donjon-telecharge.htm,Français,,checked,http://www.penofchaos.com/warham/donjon-telecharge.htm,,,,https://open.spotify.com/album/679Sg2BwyAyIRAMDyxVD6j,,,"Elfe, Nain:Elfe : Je suis nyctalope !
Nain : Je le savais bien que t'étais une salope !

Ranger, Nain:-Ranger : Y a personne ici !
-Nain : C´est vrai on se croirait dans le cerveau d´un elfe.",20,,,,,Pen of Chaos,,
Le facteur de l’espace,facteur.jpeg (https://v5.airtableusercontent.com/v3/u/29/29/1716739200000/QaTiwltsHyBDL6zuyMqzUw/7SnB1lH52evghI8UTZWYd-hhjLy2qDj7QZl0BjoJ1daZ7L319f1HE_G0x7Z6nxV1eGwJqa7BPAT2CJninvo_5rGn8LoMday1v5f8XMZJ4rVnda1jtFXf_vB5F1S7md91mZl3oBSQL_FoghvsdK-P0w/cpl5sCZxw0UNvUrSWVm437zY7uEep9UA68hfdnyKN88),Terminé,"Francis Thibault,Alexandre Craig,La puce à l’oreille","Enfant,Bande dessinée,Science-Fiction",1:59,1 h 59 min,"Bob est un facteur spatial qui se promène de planète en planète pour livrer colis et lettres à de drôles de personnages. Bob aime beaucoup son métier et surtout, sa petite routine ! Mais, alors qu’il s’apprête à faire une tournée aussi routinière que d’habitude, un petit pépin va tout dérégler…",5,https://lpalo.com/podcasts/le-facteur-de-lespace/,Français,1/9/2020,checked,https://lpalo.com/podcasts/le-facteur-de-lespace/,,https://feed.ausha.co/oLxXMCeDWZe7,,https://open.spotify.com/show/1XoN2wa8vdQWeybll7Spf0,,,,Zeni1,,,,,"Francis Thibault, Alexandre Craig, La puce à l’oreille",,
Le Fléau,Le-Fleau-affiche-definitive-x-1400-768x768.jpg (https://v5.airtableusercontent.com/v3/u/29/29/1716739200000/KrH7WEsJtgrWXfzSMlpOJA/v7fru6AS7RGjWQQHnw1PFAEcVhS2Bm7dgIRfEvk0lJB5Np4YajvSjhNt-zDXH4YqHHuonG5g5hiK72Eh7jwwwXfk2UzUjPmAjCUFTgyl5ilcqpbJJVwSsZ_ThnZbRqh-uCdz8Nz5qDjKcvlaqiOHBq01l7V8kULY5tARtw-mtl524h1Bo47QGBRqairFixV3/9wlUvNHlEC6L8gCtMcDfCUEBZ1gJtwvPsG1g7zoU0VM),Terminé,"Magero,Belisair House",Fantastique,0:37,37 min,"Un fléau ravage tout sur son passage. Pour y échapper, un Seigneur s’enferme dans son castel avec ses fidèles soldats. Mais sont-ils réellement à l'abri ?",,http://belisairhouse.net/feuilletons/le-fleau/,Français,18/9/2022,checked,http://belisairhouse.net/feuilletons/le-fleau/,,,,,,,,,,,1. À écouter,,"Magero, Belisair House",,
Le garçon aux mystérieux pouvoirs,LOGO-768x432.png (https://v5.airtableusercontent.com/v3/u/29/29/1716739200000/WuK5EwvoowJJxPDfuhJICA/am7zLF360AJI-e-PITEJvD86ST1_Rjq6z_iROzEon8iSiDoPsLWlxX9A69SUy2uX_QmyXJCdZNFi7n1PivbBTXyxwIfd6FN41BI2hBfy-B1LTjEAiHPRtOzWQiozcz93lz8cPnPNiATzi4IpyZy3Qg/FVCvzaGmB-3lYT2648vp1cJfVUDMJW-1aQo-mYl4KNQ),En cours,Éric Lusar-Magne,"Action,Fantastique",1:43,1 h 43 min,"Notre histoire commence sur la route menant à Paris. Une route sur laquelle un très jeune garçon s'avance. Un très jeune garçon dont dépend l'avenir de l'humanité toute entière.
On apprendra qu'il s'agit d'Eric Magic, un jeune sorcier aux pouvoirs surpuissants.",,https://ericprod.fr/saga-mp3/,Français,,,https://ericprod.fr/saga-mp3/,https://www.youtube.com/playlist?list=PLaceYo0_H9hSkLemL6ngiyHmIUqZKRBsz,,,,,,,,,,,,Éric Lusar-Magne,,
Le Gardien de la Terre,nocover.png (https://v5.airtableusercontent.com/v3/u/29/29/1716739200000/0w3X8Ixiren0ZqMHyb0xpA/d8_dHzIbgfR16jjFe5jcUXRmpZEarMUoTcbWZfobQMBQbcRT62h5D7E2Z-ThcFrIk_05uJZKLbYMdR6XBhPnMdxaA7qVQ_sbazgMN37t7YcTXRm0fvTbWP5phY5_u-zTTKuDQKg30dADBNHB46LZLA/Bjh8IqzZIwaFGoAFOSq5ZrpAX5R2Zs8wpXh5N51kN8M),Terminé,Gorthog,"Science-Fiction,Humour",0:20,20 min,"Des pirates de l’espace tombent malencontreusement sur une planète perdue, où ils vont découvrir un monde fascinant.",5,https://2021.sagadelete.fr/saga/le-gardien-de-la-terre,Français,,checked,https://2021.sagadelete.fr/saga/le-gardien-de-la-terre,,,,,,,,,,3. Noté,,,Gorthog,,
Le grand Charles attend,,Terminé,"François Pérache,Cédric Aussir,France Inter",Politique,1:49,1 h 49 min,"2030, la France est agitée. Dans la tête du Président de la République, c'est la confusion. Qui d'autre peut sauver la France sinon le Général de Gaulle ?",,https://www.radiofrance.fr/franceinter/podcasts/affaires-sensibles/affaires-sensibles-du-mercredi-03-mai-2023-6442051,Français,3/5/2023,,https://www.radiofrance.fr/franceinter/podcasts/affaires-sensibles/affaires-sensibles-du-mercredi-03-mai-2023-6442051,,,,,,,,,,,,,"François Pérache, Cédric Aussir, France Inter",,
Le Horla,horla.png (https://v5.airtableusercontent.com/v3/u/29/29/1716739200000/XpeQ512WdRwy4_ADBu5Hcw/f3a2o3fmT4fGJB08RhQu9qGTK7x0kKVMLBhfmSORXKFIGSQejr2Nw7VHIFXhwhpJfp76UdbOAFL7E6N-XKLm2AyPL8vygiYXgvuyXjJ3Fy4KV2HxpV0kogi_436Ada8ssOF8bR2yLJdsC1FMo6hN-g/5iGSw7wsiVkKpR_s7MuVJqNveQaBAX1OffAy7OIxwQo),En cours,Orsone,"Fantastique,Thriller",1:07,1 h 7 min,"Dans une grande maison isolée au large de la Normandie, un homme est saisi d’un étrange malaise. Bientôt surviennent des événements mystérieux. Il entend qu’on respire près de lui dans son sommeil. Ses domestiques se plaignent des assiettes qu’on brise la nuit. Confrontation avec l’invisible, expériences magnétiques, hallucinations… quelle est cette chose qui rôde ? Le Horla comme vous ne l’avez jamais lu !",5,https://orsone.fr/horla-episodes/,Français,,,https://orsone.fr/,https://www.youtube.com/channel/UCChS94G_9MPF9Fa3iM0z_Wg,,https://soundcloud.com/user-633723162,https://open.spotify.com/show/28qQ1x6fP7iCBaW8Um6lOZ,,,,"TJP2021,TJP",,,,,Orsone,,
Le Journal De Chance : Après l’Accident,journal-chance.jpg (https://v5.airtableusercontent.com/v3/u/29/29/1716739200000/u6O2uwMStD_fT2qKN9Hk2Q/bdBM3Fyc3TnPmrnJG-APE0Ewvj0eLySc1H8OL6qeZfZHC7WHgKOnj7pz1qEKzf0LMyilHYPKlwi2A_1u19oKJlLxtErwkhJPy5R3sZ4QrC8coWsHeoxlHuBia2VXqOXikNnWaXAlW4qcEqVb51tM2g/lWVf78arPi_01eLjQ-B8o6WhY5UtQ7d0mgpl6-54tMI),Terminé,"Samuel Genin,Gulix",Post-apo,1:13,1 h 13 min,Fiction Audio d’après le jeu de Gulix.,5,https://samuelgenin.bandcamp.com/album/le-journal-de-chance-apr-s-l-accident-fiction-audio-d-apr-s-le-jeu-de-gulix,Français,,checked,https://samuelgenin.bandcamp.com/album/le-journal-de-chance-apr-s-l-accident-fiction-audio-d-apr-s-le-jeu-de-gulix,,,,,,,,,,,,,"Samuel Genin, Gulix",,
Le labo,le-labo.jpg (https://v5.airtableusercontent.com/v3/u/29/29/1716739200000/8tQNM2B3vudNXK4HZpTJJw/AVcWdH7itq2DFCLVaF993D4sit6Py3xAd2Lgjg9n6RPs8KiD_skVupVDx8WwZWseqUB9rlvheVLR-pOvCwz0SnnOOZD8S3Fx0yNqpsdCY5iQltw_0kTkz4HCcgpZlLDH-2b45uOiYeGAVhpTVWS_Mw/shwn5yK589J_exNytR2Zr3OlXTCU82u2EuC1zKXODzo),Terminé,"Flavie Macaigne,Morgan Sommet,Romain Mallet ,Orson Productions","Humour,Policier",0:11,11 min,"Dans les séries policières, on voit des flics envoyer des indices au labo, mais on ne voit jamais ce qui s’y passe. Dans LE LABO, on ne verra toujours pas ce qui s’y passe, mais on l’entendra, et c’est déjà pas mal.",5,https://orsonproductions.com/le-labo/,Français,24/7/2021,,https://orsonproductions.com/le-labo/,,https://orsonproductions.com/feed/podcast/le-labo,https://soundcloud.com/orsonproductions/sets/le-labo?si=3e7cd3646a614497a88af7b6dbd012aa,https://open.spotify.com/show/1L4SdIElLO9P3zHV2JVomD?si=6oj6D7zwTSCWNMUZEIl2TA&dl_branch=1,,,,,,,,,"Flavie Macaigne, Morgan Sommet, Romain Mallet , Orson Productions",,
Le lapin de Pâques,paques.png (https://v5.airtableusercontent.com/v3/u/29/29/1716739200000/UCbwywGnodRcV13kX-ZYLw/cnChb5DLVDAKk1NteHVR6izv7Jt06R7Z7TKlhIc506fB1H-s3cy2GUw9AQQ-4E2mr6jALU3tvSYPoO_6ZcOHqJ6z8KyoM9RQD9mP5aZSfpQfZOiyVmmBCXh4uY1oWsA7oUIJMsdkU-pertx5ITICfg/eekJrMYWSBii7UHWwlOowsF64rUWZxoLD3JOt0qd_8s),Terminé,"Adelyx,Javras",Enfant,0:07,7 min,"Alors que Camille se rend chez Aelig après la messe de Pâques, cette dernière enterre un œuf dans le jardin. Avant d’aller à la chasse aux œufs, la grand-mère d’Aelig, Gaëlle, leur raconte l’origine de cette tradition. Qui est la mystérieuse Eostre, déesse du printemps ? Pourquoi le Lapin de Pâques apporte-t-il des œufs aux enfants ? Ouvrez grand vos oreilles et découvrez le mythe d’Ostara !",5,https://javras.fr/2021/04/04/mono-le-lapin-de-paques/,Français,,checked,https://javras.fr/2021/04/04/mono-le-lapin-de-paques/,,,,,,,,,,3. Noté,,,"Adelyx, Javras",,
Le Maître des Rêves,image.png (https://v5.airtableusercontent.com/v3/u/29/29/1716739200000/XTwNuRzE1d6botgVNbI5JA/kAJLBCZYJ3CvKFeOvfqPMUobhk6OMieNGB0j04CX2akWvut4OwIKYqQYcJJQv_ZREUlaUCqx19Tyg0QpvD3I-KgkZhJzfrZ3qzKBAt13igGTmtzqEPDPNUULju0BD_bjMIqHezjvi8FWvEn95WFWAw/O234TbxH8uU9_l8nsxnWZiVBkz9mc1mt1NcaEfzeYVU),Terminé,Lorendil,"Enfant,Science-Fiction",0:19,19 min,"Nous suivons les rêves d'un enfant guidés par le Maître des Rêves, un conteur qui guide l'enfant à l'intérieur de ce monde imaginaire, reflet de la vie de la personne à la frontière de l'endormissement.",,https://lorendilmp3.jimdofree.com/s%C3%A9ries-audio/le-ma%C3%AEtre-des-r%C3%AAves/,Français,,checked,https://lorendilmp3.jimdofree.com/s%C3%A9ries-audio/le-ma%C3%AEtre-des-r%C3%AAves/,https://www.youtube.com/watch?v=UO4w2VvufZo&list=PLoyhHQiVGviwUK6eDtZYhK_BEc0aT870z,https://lmdr.lepodcast.fr/rss,,,,,,,,,,,Lorendil,,
Le Meilleur Fait Divers Du Monde,lmfdm.jpg (https://v5.airtableusercontent.com/v3/u/29/29/1716739200000/dcZnaBIu9R22_022jeMxrg/OUVZOIYNrrF6hu_HQGo8h1ye3djLuAuEB-fKnnh7GF86ZEhtnXWtxXOw7vFYZ01JLfwXuXpyZkU-TOzJnsbfhMTa9XsSdj6QMXjbwHwELnM5rIcnZ_EAxgBk8tq4SyPnTklq6v3y6TEbozdB9Vldpw/Kt666Y0iA99XkW2zGfPnNqF8yq1A4Ut1RQLCeqA_XMg),Terminé,"Mathieu Dehgan,Kamtawaj","Humour,Policier",,Non définie,"La saison estivale s'organise au commissariat de Mouilleron-sur-Yvette : les uns partent en congés et les autres reçoivent leurs affectations. Jean-Mou et Callaghan, tout juste sortis de leur stage de reconversion dans la police, sont naturellement désignés volontaires pour tenir la permanence. Peu préoccupés par la protection de leurs concitoyens, ils vont néanmoins devoir enquêter sur une étrange succession de faits divers frappant le pays.",,https://podmust.com/podcast/le-meilleur-fait-divers-du-monde/,Français,19/12/2022,,https://kamtawaj.fr/,,https://feed.justcast.com/shows/lmfdm-le-meilleur-fait-divers-du-monde/audioposts.rss,,https://open.spotify.com/show/3VgPRqaDWX2a9nqFA09IZ9,,,,,,,,,"Mathieu Dehgan, Kamtawaj",,
Le Menhir d'or,menhir.png (https://v5.airtableusercontent.com/v3/u/29/29/1716739200000/66a8faPiXWr5PNK45QJ4lQ/L_L4nfBI1USZOYGKwJw0haS9E8yaejmRsw1zbA_YikaT4XiuP4gNEs_1QRIWV-ue7FGpI4yCQoE0Djaj9zMA54bYkQI94uf5HrsbDH_iuPp0sFyHZg_NKB0dQB00EbGU0MrGXmEGbPKrDPp8It12Uw/1W5KTh5jTuZP3YS5Te44lSRTenpI_Z31hPFFlQADWr4),Terminé,Éditions Albert René,"Licence,Humour,Musical",0:31,31 min,"Au Village, l’agitation règne : Assurancetourix a décidé de participer au célèbre concours de chant des bardes gaulois pour remporter le Menhir d’Or. Pour le protéger dans cette compétition suivie de près par les Romains, Astérix et Obélix sont chargés de l’accompagner… quitte à y perdre une oreille !",5,https://www.asterix.com/la-collection/les-albums-illustres/le-menhir-dor/,Français,1/1/1967,checked,https://www.asterix.com/la-collection/les-albums-illustres/le-menhir-dor/,,,,,,,,,,,,,Éditions Albert René,,
Le Monde d'Orélia,orelia.jpg (https://v5.airtableusercontent.com/v3/u/29/29/1716739200000/9br6f9gng_wXFChCRzEJNw/kYtfSK-Yc21uI2nGT46GaV8QcKCTCHbJWkW7SnDI7uhUC0sMCk7WrnMpn00nvQ4LacNc5JYjZ8NQlP7T2uODv7HbCMM2txQx4uExrBZyvIDuDrdOshBXdSLtpkkE5UBqLZYR4k72Bl06BBv0xazu8Q/vlyq8wxqBts69iYeHeA4znWnk4TYFud4xV60oRc28zg),En cours,"Anthony Bruzzese,Blind Vocal Studio",Fantasy,,Non définie," Dans cette histoire, suivez Pierre Duval à travers sa caméra, un jeune youtubeur passionné d'Urbex, qui part explorer une maison abandonnée perdue dans un marécage. Cette expédition promet d'être grandiose pour lui, mais malheureusement, les choses ne se dérouleront pas comme prévu...",,https://www.youtube.com/watch?v=hVc9EGdT8dA&list=PLQ8M48771Mjf63D8e0JRF6D9x3mnRsX2D,Français,,,https://www.youtube.com/watch?v=hVc9EGdT8dA&list=PLQ8M48771Mjf63D8e0JRF6D9x3mnRsX2D,https://www.youtube.com/watch?v=hVc9EGdT8dA&list=PLQ8M48771Mjf63D8e0JRF6D9x3mnRsX2D,,https://soundcloud.com/blindvocalstudio/sets/le-monde-dorelia,,,,,,,,,,"Anthony Bruzzese, Blind Vocal Studio",,
Le monde de Courvole,courvole.jpeg (https://v5.airtableusercontent.com/v3/u/29/29/1716739200000/94avq0JhZwAewMJKrk0HHQ/QbOtNq3Zo3WZTBj2NaHN84H-37Tx_Qy3evQjGbHmv7GuX_sunn9sQ1RZd8Ble8B7miBTDc63TllH623MP3g--xBUlcOBl9p7nbSiPBS_AI307195RG8PV0XY-IkSfWiupZfGgH_ogGhb8wENvetCxw/YepgkkB-tUW0__XJUtlqmEqJ3__BaUvSC2FOWeAih9s),En cours,Aurélien Guillot,"Enfant,Fantasy",,Non définie,"🌙Les aventures des habitants de Courvole ! Dans un monde où la nature est menacée par le grand méchant Maxximum, ils explorent des lieux secrets et découvrent la magie de ce qui les entoure.",,https://podcasts.apple.com/us/podcast/le-monde-de-courvole/id1566537975,Français,,,https://www.courvole.co/les-histoires,,https://feeds.audiomeans.fr/feed/7867649d-5613-4600-aee0-cf8b2195d015.xml,,https://open.spotify.com/show/5LPSIdfshKRWZFNbFW3mzy,,,,,,,,,Aurélien Guillot,,
Le monde de Pargus,pargus.jpg (https://v5.airtableusercontent.com/v3/u/29/29/1716739200000/aR3_i__pT7_eKJCYL_j_6Q/sZqseie0jiWdcjQXwokaLy2rkli9rcCz4Ms07EqEOmcCVOfnhEUm5IZl3u4sXemLxFRCDeJXbaNj8nba4t2XCGjg618XMmcsXLI29ALxHKyx-SeEVbltVxzPow61RVVO_DpjOOoQuxGAeuVsDHawJQ/k_DWJz07b-rFCYuji6w7WYcPOh3_S2FBfSD8cxJyRw0),Terminé,"Mikael Tailleur,Modan Tailleur,Les petits tailleurs","Enfant,Musical",0:36,36 min,"Mikus, le musicien voyageur, part à l'aventure pour découvrir ce qui ne tourne plus rond dans son univers. Sa quête sera jalonnée de rencontres fantastiques : une forêt qui chante, un tonton pirate, une souris malicieuse, une agave mal lunée... ",,https://linktr.ee/lespetitstailleurs,Français,6/3/2022,,https://linktr.ee/lespetitstailleurs,https://www.youtube.com/watch?v=H79Deq61HP0,,https://soundcloud.com/lespetitstailleurs,https://open.spotify.com/intl-fr/artist/0jll83EBL5xRiYFjWn7yiy,,,,,,,,,"Mikael Tailleur, Modan Tailleur, Les petits tailleurs",,
Le Monde de Rishta,rishta.jpg (https://v5.airtableusercontent.com/v3/u/29/29/1716739200000/NqOib06k8WU_NzIBdggZvw/j-YcUEU6KM5rMBOAPtnlvHkUsyktbHFKZDAWhOHJD3srRF3Q72qtPl9oPRvhV-_LHawc7CPGj6hWZb547mhoojR1Uc4DfNxVQGUTjK2WImo592fHgZW3td4bmFe2fs4eeMEACjI5bmfbHc-GrPQIFw/H7oz3xEtegHF0JokYZtSVcbmVW6uUksf1ZKTzlqZLGY),Terminé,SIX M.,Science-Fiction,2:00,2 h 0 min,"Découvrez la planète de Tsunera, un monde recelant de nombreuses créatures dont les hommes. Suivez l'histoire d'un petit village, Salvor, et de certains de ces habitants.",5,https://www.youtube.com/channel/UCnQFrxfNiODhZE-JM2yF0KA,Français,,,,https://www.youtube.com/channel/UCnQFrxfNiODhZE-JM2yF0KA,,,,,,,,,1. À écouter,,,SIX M.,,
Le Monde Pitoyable De Glagnork,glagnork.jpg (https://v5.airtableusercontent.com/v3/u/29/29/1716739200000/orVFEOpNgQzuXK4RBBscgA/86zHNEKwrJRdg7L-SOqznF45hYtYnyBCtBFYZY03RNUeycHclkLFAVI4Prhuts8hH18EswVikjPGH0fM3IZFb-nsb4dBKnj4AN1uRAQ51kBarS7FhaBOx_nGrIMhsyV2Tc5zwAlFZBsDC8t_0e5Fag/DCIGKdqZ9Z3kJSo-ladUgGbNMw4_T3iyYMIhuyS-8r4),En cours,Neckhaos,Fantasy,,Non définie,"Léon, un jeune homme tout ce qu’il y a de plus normal, voit sa vie entière se désagréger en l’espace d’une journée : il se fait licencier par son patron, quitter par sa femme pour finalement se retrouver à la rue sans le sou. Et alors qu’il errait dans les rues de Dijon, il rencontre un inconnu qui lui propose de partir vers un autre monde, en échange d’un briquet. Léon, n’ayant plus rien à perdre, joue le jeu et se retrouve dans un monde totalement différent et atypique : le monde de Glagnork.",,https://lemondedeglagnork.fr/series-audio/,Français,,,https://lemondedeglagnork.fr/series-audio/,https://www.youtube.com/watch?v=IesiDmyZBoI&list=PLfYo9KlR1kWykTwfepaLj0TthSyyVTTXL,,,,,,,,,,,,Neckhaos,,
Le Mur d'Hora,mur.jpg (https://v5.airtableusercontent.com/v3/u/29/29/1716739200000/f5Fh8NbUPa5r8uLJ9CYugA/ix4aS8dpsTlH1ZJ12I2IjyUIWYH-z--kZXmjTLP-FaS3MxSFWVzra5j8454PILErHDUtup4F3NdLyeTn4K3vZ3td6BCagg-m-Kn3LkspLMmg3qoJqu2FfYTSO1zFzWH0uLE_x6do-jBeCIayKS9J2A/Ee-OlnYPA5VZBORUi5h2bxi6GGR9w-VCdxuOWz3cp58),Terminé,Haeys,Fantasy,0:20,20 min,"Hora est une jeune magicienne intrépide vivant dans un village accroché au flanc du Sark, un gigantesque mur infranchissable, bordant toutes les terres connues. Et bien que cette entité permette à son peuple d'échapper à la vie mouvementée terrestre en se hissant à plusieurs kilomètres du sol, l'adolescente n'a depuis sa plus tendre enfance qu'un seul but : le franchir. Car Hora le sait, peu importe ce qui se trouve au sommet du Sark, c'est elle qui devra en percer le secret.",,https://2021.sagadelete.fr/saga/le-mur-dhora,Français,,checked,https://2021.sagadelete.fr/saga/le-mur-dhora,,,,,,Saga de l'été,,,,,,,Haeys,,
Le Mystère d'Aigluzon,LeMystereDAigluzon.jpeg (https://v5.airtableusercontent.com/v3/u/29/29/1716739200000/GS5IM9Rtnzh5JGrlY2B4jg/aUTrP0iHN5sOeH8CqqbgHs0k8U8nMf6090r3-mmwc98orOiWp9ofmEMLAh60OceD3eyV75u0zAgAApMQOIlKVyGvXnyjOcYbyxOLhxtN3FD_RjY20R7AE2Nng0rgKlBN888O4S-g5wfq-AxvCi2X6YdivxG4gXZHn89ZyQqu7DI/bbvfWZPLlDSm4p90PKYrOtzlhTJlo-ZKta44bBBI0nw),Terminé,Ilug,Horreur,0:23,23 min,"Camille, un podcasteur débunker de mythes et légendes françaises, se rend pour un de ses épisodes dans un petit village du Tarn qu'on appelle Aigluzon.",,https://www.youtube.com/watch?v=FKAAKC-efRs,Français,8/9/2023,,https://www.youtube.com/watch?v=FKAAKC-efRs,https://www.youtube.com/watch?v=FKAAKC-efRs,,,,,,,,,,,,Ilug,,
Le Mystère de Santa-Leocadia,LeMystereDeSanta-Leocadia.png (https://v5.airtableusercontent.com/v3/u/29/29/1716739200000/7BHuK32bnwnJzBELKcRsbg/ZjYgFaveHvxT0ti1Ep2166DKTGnTvA4wqHG8IBp7rNFBPoOOQgUf6jq9yCCFXe5aNI8ECpxcs-MdsEum3aNMjBZN-ej-d2xfeaiX4vuWXGTway7222xHCN7WVvq-KrCzL8YcS3Cmi-mkzYUxWsoepE9Rbt_G4o2U7wVUH7eHL3Q/SjL89VOfTGgFpgLs8NXVB4yQCq4JYtckUzwowWkkpWw),Terminé,"Rominski,Audiodidact","Fantastique,Horreur",0:23,23 min,"Santa-Leocadia, Espagne, 1882. Dans la proximité de ce paisible village niché au cœur des hauteurs andalouses, une étrange statue a été retrouvée fortuitement par un groupe d'archéologues amateurs. Elle possède, malgré sa beauté d'un autre âge, d'innombrables malédictions... Les habitants seront-ils prêts à en découdre avec le Mystère de Santa-Leocadia ?",,https://www.youtube.com/watch?v=Mvxc_G8s_b4,Français,15/9/2023,,https://www.youtube.com/watch?v=Mvxc_G8s_b4,https://www.youtube.com/watch?v=Mvxc_G8s_b4,,,,,,,,,,,,"Rominski, Audiodidact",,
Le Mystère Marmotin,marmotin.jpg (https://v5.airtableusercontent.com/v3/u/29/29/1716739200000/lr9HtwuGzcufGGqqeknfRw/Balbxnv-vq-keN4MGERp55JaP8jOrZjq1ttGgCkGjOuabBTzONXXSauSm2TwPBeaO98hHh4bIwjFk8f8X8tYtCM-noAHP9jDtZYX5unmzCTOUARoAkWEAc2oltvVlh9S3bUleY5t6TmItYf_z7RdQQ/nxp29OcucNUKW_8-wnrRJBni4bh7OTQFMQMSPw38Vjo),Terminé,Superflame,Policier,,Non définie,"Un an après l’affaire Pic-au-Vent, le petit village montagnard de Marmotin subit une nouvelle vague de meurtres. La division plume d’argent, organisation militaire chargée de neutraliser les menaces magiques est de nouveau déployée sur place pour sécuriser le secteur. Tandis que le spectre d’un nouveau « confinement total » plane sur le village, un étrange complot semble s’organiser. L’inspecteur Bloom et Andrew Bennett mènent l’enquête…",,https://www.youtube.com/watch?v=ez45D-yPCYM&list=PLAuSIrNQ0B29f-FE1K5JZRUkIDPTx5615,Français,,,https://www.youtube.com/watch?v=ez45D-yPCYM&list=PLAuSIrNQ0B29f-FE1K5JZRUkIDPTx5615,https://www.youtube.com/watch?v=ez45D-yPCYM&list=PLAuSIrNQ0B29f-FE1K5JZRUkIDPTx5615,,,,,,,,,,,,Superflame,,
Le Nuage,nuage.jpg (https://v5.airtableusercontent.com/v3/u/29/29/1716739200000/D8zZewtpQdgmaBE9AVMYEQ/X9Tkva6zO9WZBn1ywa99YvIWj858Ev3hqyQqXMi8e3KsgAZX80cksSfzIV_06RFaWMwwOi0sgBHdOkyGhg7K_SsYM5VDiEoUoEREPRX-7zKE9kB7fU3mw5unOvOAXtroVN3cCxwI83r5ntcVuXBzZg/icpfaIZJVwdOc7Vxr22rw-uO4bVhlD3lCqHvktFgVU0),Terminé,"Aurore Meyer-Mahieu,Nouvelles Écoutes",Science-Fiction,,Non définie,"Le 25 août 2020, un accident se déclare dans l’une des plus vieilles centrales françaises, le Douvrey, près de Lyon. Julia Roch-Rivière, directrice de la centrale, va tout tenter pour protéger la population du nuage radioactif. Mais sur sa route, se dresse plus puissant qu’elle.",5,https://nouvellesecoutes.fr/podcast/le-nuage/,Français,1/1/2020,,https://nouvellesecoutes.fr/podcast/le-nuage/,,,,https://open.spotify.com/show/1859NG1b5DQCdxRxArW45p?go=1&utm_source=embed_v3&t=0&nd=1,,,,Zeni1,,,,,"Aurore Meyer-Mahieu, Nouvelles Écoutes",,
Le Petit Chaperon Vert ,chaperon.jpg (https://v5.airtableusercontent.com/v3/u/29/29/1716739200000/RxvIGomefRyZ1-7IGcJ5EQ/qeoJEPj5JKkY2Dk01pXbmjmeFNCSKSiHE91kWr9z-mPYtW8ZdF6Ujca9P6bl7je6xx_yzPdzvAKtGJmF0mSJXC-4d06p2NUFBwwTILV17tJSuhNHjlXxmTw4UV5GqPg7fhf-uVGm8Dm8ZBarVPcYwg/K9gOBIu_wkgFPgbs7qx65RKy4JNPbtBtYjypCkcuzos),Terminé,"Majoran,Audiodidact","Humour,Théâtre,Parodie",1:08,1 h 8 min,"Il existe des histoires que tous les enfants connaissent. Des histoires racontées le soir, avant de se coucher, dans le lit ou au coin du feu, par un père attentionné ou une grand-mère passionnée. Il s'agit des contes de fées. Ceux de Charles Perrault, des Frères Grimm, d'Andersen, et de nombreux autres auteurs. Mais les contes ont besoin de Conteurs. De personnes qui les transmettent de vive voix. C'est pourquoi moi et Lucie, on...",5,https://2020.sagadelete.fr/saga/le-petit-chaperon-vert-,Français,,checked,https://2020.sagadelete.fr/saga/le-petit-chaperon-vert-,,,,,,,,,,,,,"Majoran, Audiodidact",,
