Nom,Pochette,Statut,Auteur,Genre,Durée,Durée d'écoute,Synopsis,Note,Site,Langue,Dernier épisode,MP3,Website,Youtube,RSS,Soundcloud,Spotify,Discord,Récompense,Citation,Recommandation,Bande-annonce,NSI 2022,NSI 2023,Message Insta,Auteurs,Listen Notes,Note Apple
The Two Princes,princes.jpg (https://v5.airtableusercontent.com/v3/u/29/29/1716739200000/LZkNtqo9KFDGhm7xgdUFRw/7Dmcqqt-17P7pL7y8336UoFXImX9vxG7bL3flFEvVd6wyTXlHdDAUHxKHQzfZFCBZhPl5WAkBq0lvZFpzYEVaS7bW5pQ2HuYEiQ2rB0VAB6bkoHGX0ldcz4pUiMAPVagy4xdxJSgDQjYvqQkSIvdiw/AtPRg8dI9VZCQS0pdCHW-my5hpYntCeJ2lZ3jVu5hnU),Terminé,Kevin Christopher Snipes,Fantasy,,Non définie,"Rupert and Amir are finally getting married and this time nothing is going to stop them. Not the handsome new prince who’s rolled into town and only has eyes for Rupert. Not the mysterious disappearance of half the kingdom’s population. Not even the End of the World. Yes, this time the princes are definitely, absolutely, 100% getting married – even if it’s the last thing they do.",,https://gimletmedia.com/shows/the-two-princes,Anglais,,,https://gimletmedia.com/shows/the-two-princes,,,,https://open.spotify.com/show/70QlYnLX3izDdFhlKfOaeF?si=YO5yKBPgQe-dBDANV3klFg&nd=1,,,,,,,,,Kevin Christopher Snipes,,
The Undersiders,undersiders.jpg (https://v5.airtableusercontent.com/v3/u/29/29/1716739200000/GNWgaZE4Z2F29ZVVIw8UbQ/KDeX8feLb1JOjPyw3OexPsM5Y-0AjWZmQOsZ8CKIKxhwY8oiP8SISMVa_GOU-0n0zHtDUK2-ipMgozB7ozJ5X2ZhnPd9CWOv8sVq40OKOzcR_7BC_yJGzhO-s1_swP5XYw9a6AgS54X7u1nRcgmz8Q/sooDG7Q85hQQUT6nNRs8qmTt5lkAKZBD-cGGq5Cud0s),Terminé,"François Cusset,Engle","Historique,Musical,Documentaire",,Non définie,"Les années 80. Le hip hop commence à voir le jour. La cocaïne, elle, est déjà partout. Et bientôt, le crack va faire une entrée fracassante dans la vie des ghettos. Cette consommation sans précédent va permettre à quelques dealers de devenir les nouveaux rois de la rue et de représenter d’autres modèles pour leur communauté. The Undersiders va vous raconter le destin de 8 d’entre eux. Des histoires vraies, crues. Des histoires de millionnaires de la drogue qui ont eu un jour un impact direct sur l’évolution du Hip-Hop. Dr Dre, Tupac, Jay-Z, Lil Wayne et bien d’autres… Toutes ces icônes de la pop culture auraient-elles eu la même carrière si certaines trajectoires ne s’étaient pas croisées ? Sans juger, ni glorifier, The Undersiders vous plonge dans les dessous agités du Hip Hop et de son ascension en tant que culture mondiale.",,https://fanlink.to/theundersiders,Français,,,https://www.engle.fr/theundersiders,https://www.youtube.com/channel/UCJsjRQbooEOAQWvLI9nulvg,,,https://open.spotify.com/show/7D8i3X112DccxThFMJby6C?si=kH-4mnQ9RmCBHbpSxYNPgQ&nd=1,,,,,,,,,"François Cusset, Engle",,
The Unexplainable Disappearance of Mars Patel,marspatel.jpeg (https://v5.airtableusercontent.com/v3/u/29/29/1716739200000/TyHxNKs4cSXl2x5z87qn1w/-938sv9Ek7-poDjSXkQEFmvjMQSY6gCKtEhA9scmzGah2UB31gw0UEXbyiKh-gNy2jPd3sMgul_izM92Xb--kSWQhA95LYLI93u-eF0hW_LHMrZn2PRYJpusBBIexQ4utbP0t_2pGN0wGo4uFyR2Qg/yznHhUhlbWqeLw5dRuXObyJzDONRLswKWpMWOQaKVlg),Terminé,"Benjamin Strouse,Chris Tarry,David Kreizman,Jenny Turner Hall","Enfant,Policier",9:34,9 h 34 min,"The Unexplainable Disappearance of Mars Patel is a high-quality serial mystery story for middle-graders, performed by actual kids. Think Goonies meets Spy Kids meets Stranger Things. Listen along as 11-year-old Mars Patel and his pals JP, Toothpick, and Caddie set out on an audacious adventure in search of two missing friends. The mysterious tech billionaire Oliver Pruitt might have a thing or two to say about their quest, because as he likes to say, “To the stars!” In fact, that’s just where they might be headed…",,https://gzmshows.com/shows/listing/mars-patel/episodes/,Anglais,,checked,https://www.marspatel.com/,,https://rss.art19.com/the-unexplainable-dissapearance-of-mars-patel,,https://open.spotify.com/show/4KPGcMiltYIad2q0LB4bQN,,,,,,,,,"Benjamin Strouse, Chris Tarry, David Kreizman, Jenny Turner Hall",,
Thibaux Histoires,thibaux.jpg (https://v5.airtableusercontent.com/v3/u/29/29/1716739200000/dOWVJYniHeCCGnLN__Pg9Q/tZozTbeQj4pqH2K3QJ892IOeCB9JlDpxAvE8KN3SmCWe34eHqfXXt7pC3XA3FRYpsa-kwXWJ61g0diMDV9iY1vL6-xDYIFrBAA4Z-42h9fSLEwahXjH1o9aRGFr9PLOhK_Ea-5mMkqPNa10RIPuObg/Be1bqlNAo4sMfaKJQKNxN2cmqzf_EV7tiMB0Hxx89jI),Terminé,Thibaud Viotte,"Tranche-de-vie,Horreur,Humour",0:28,28 min,"Une histoire fonctionne quand le lecteur ou l’auditrice a l’impression d’en faire partie. Un petit peu comme si  les personnages du récit étaient aussi familiers, qu’un proche, un collègue, un membre de la famille.",,https://thibaux.me/category/microfiction/,Français,,,https://thibaux.me/,,,,,,,,"TJP2020,TJP",,,,,Thibaud Viotte,,
Tipik Horror,tipik.jpg (https://v5.airtableusercontent.com/v3/u/29/29/1716739200000/II944uLmGCAwN3VNGhAnwg/F38rg02ZiaCOL-rAXm5-2S127i8RGanf52sgpGUiVuWLcMyN7gq6b56dKxAN7GSFnE2SIMWYJ18holtgsFFr26R6B10zEhPXNX562OXZqmIIPoFNdrPvoyvA1Ph3AD_OvGmaXG2YVGwP97c0kv8zZQ/vwra8hNyvdrmInZEJjNVWNCMZ_8SXEfmN2-uYdMIbVs),Terminé,"Caroline Prévinaire,LVDT,RTBF","Horreur,Fantasy",1:20,1 h 20 min,"Félix et Nathalie, deux potes à la vie à la mort, sont à la bourre pour un week-end d’anniversaire dans les Ardennes pendant Halloween. Quand ils arrivent enfin, le chalet est vide… Mais où sont leur potes ? En partant à leur recherche, Nathalie et Félix vont affronter les mystérieuses forces de la nature qui déchirent la vallée… Ils n’auraient peut-être pas dû venir ici. Mais maintenant, c’est trop tard. Il va falloir se battre pour survivre…",,https://lvdt-studio.com/tipik-horror/,Français,24/11/2022,checked,https://auvio.rtbf.be/media/tipik-horror-felix-natalis-2952967,,https://www.rtbf.be/auvio/detail_tipik-horror-felix-natalis?id=2952967,,https://open.spotify.com/show/6c6lnw6WgBjzVJOT05ClNl?si=9497a815ac9f4185,,,,Zeni1,,,,,"Caroline Prévinaire, LVDT, RTBF",,
TOC TOC TOC,toctoctoc.jpg (https://v5.airtableusercontent.com/v3/u/29/29/1716739200000/vFoJjUzkoJ7WW27sxm2BLw/kSBYvBCPCMOrvITtl4v9AdjLV6fAmiUnAzXT5-cueolUAjSDBTs4QeSc82-R8bss54vlVyM9WxYm_jKKoWcrLCuQvE2BFmiYmu-vxUa5INnpUrdqRiRvACm5qTnPhXY7-afnm9ZzLDCwDv0n1apRoQ/GdJuiNyo2Q6MWZB7ND61w6QSbZVdgEazt2k1-scIBpc),Terminé,"Alexandre Le Nours,Sébastien Vion,Romain Mallet,Orson Productions",Humour,,Non définie,"C’est deux mecs qui habitent ensemble, et de temps en temps – toc-toc-toc – ça tape à la porte.
« Qui c’est ? »",,https://orsonproductions.com/toc-toc-toc/,Français,23/7/2021,,https://orsonproductions.com/toc-toc-toc/,,https://orsonproductions.com/feed/podcast/toc-toc-toc/,https://soundcloud.com/orsonproductions/sets/toc-toc-toc?si=8c4cac018f9b48698d9544e4778c594b,https://open.spotify.com/show/3mp8WTZjGCvFd4EDFbsV8m?si=B1TkP8OyR5-jJyCdfE2JLA&dl_branch=1,,,,,,,,,"Alexandre Le Nours, Sébastien Vion, Romain Mallet, Orson Productions",,
Tom & Max ,tom-max.png (https://v5.airtableusercontent.com/v3/u/29/29/1716739200000/Pqkph1vQrwH16iMYMi5evQ/0AHglXTuPxUuA_VNbpVAET-VujNpAvSX2ekIWZSdU5MYv7pq3H2RV-Wn6feMt1A_AnpaYT0Er68XdyDKaDm2Q0x39IRQFZFJkFQrDfcZgbAZrRh4arDmrzeC-haiYLuaUoJ9EBKmNZSar2G9Rmv66Q/ykCvsU2EWAyKvrbhkDZ2srepTRT96B63ZMzFNW7mHMg),En cours,"Ya.L,Audiodidact",Humour,,Non définie,dépression et l’autre pour un syndrome paranoïaque. Une occasion en or,,https://www.youtube.com/playlist?list=PLRPiA_JV--Xe2zD9J0ScwrS--2kIylb_y,Français,,,,https://www.youtube.com/playlist?list=PLRPiA_JV--Xe2zD9J0ScwrS--2kIylb_y,,,,,,,,,,,,"Ya.L, Audiodidact",,
Toudou,toudou.png (https://v5.airtableusercontent.com/v3/u/29/29/1716739200000/1COJLHf9UH4URIBdGpinYg/Ikywxiici6qyAsVEuzRPUOqMSqXpUdJoA4a2O2LjzhJMsmW8nOPZIdEWdnNtzcpkdlm8xuVaRp1LRKUIFxHtfsDQYPSZCB1pmMLv8eDoBuuXqBjiqUXL0pofSlUcFIQOF4cvJ95X5_EDcCTeTpe4rw/0LT05iQAyai-kMwIsk9KQdDI2cwmVxLQpeIl5dMGRbQ),En cours,"Flora Bernard,France Inter",Enfant,,Non définie,"Un podcast 2 en 1 pour les tout-petits et leurs parents ! Une face A : une histoire pour les enfants de 2 à 4 ans avec Toudou le doudou tout mou, tout chou, tout fou ! Une face B : une notice pour comprendre ce que Toudou éveille dans le cerveau des enfants.",,https://www.radiofrance.fr/franceinter/podcasts/toudou,Français,,,https://www.radiofrance.fr/franceinter/podcasts/toudou,,https://radiofrance-podcast.net/podcast09/rss_23713.xml,,,,,,,,,,,"Flora Bernard, France Inter",,
Tout seul,seul.jpg (https://v5.airtableusercontent.com/v3/u/29/29/1716739200000/ji0FClb8z-3qNY-KCmrpYQ/63EEHSKXC0UMoP9078vW1C4g9NgwAnvq1WOv0Fss4tAZeyWWPYs0WgS6a38GU52Gm6YxJZA8VoRkLPReGl_-4ZWxCjRaiBLktbBsGeOot4L-4-6mbOi9XSe7HVElc9Nkwx2lnFZiBSZ9kWI9_e5iyQ/Oy0Un-hijwSofNE622HnC7-knGBTGK2sO80d12A_G8c),En cours,Guillaume Ribes,Policier,,Non définie,"Ancien dignitaire d'un régime totalitaire, JAN est conduit à la KARA, 
une prison inviolable qui se trouve aux confins du pays. Souffrant du 
traitement que lui infligent les gardiens et ses co-détenus du fait de 
ses anciennes accointances avec le pouvoir, il ne doit sa survie qu'à sa rencontre avec CAPY, son compagnon de cellule. Ce dernier va convaincre Jan de tenter l'impossible : s'évader de la KARA.",,https://tout-seul-fiction-sonore.lepodcast.fr/,Français,,,https://tout-seul-fiction-sonore.lepodcast.fr/,,https://tout-seul-fiction-sonore.lepodcast.fr/rss,,https://open.spotify.com/show/3rUVIjCrqfbUpY7iYzcnEP,,,,,,,,,Guillaume Ribes,,
Tout va bien,tout va bien.jpg (https://v5.airtableusercontent.com/v3/u/29/29/1716739200000/UiOU7VQtPByHJ5yJ39YK1A/-29N8itkmmyPN7vYsvvai8TgviXipzTvQUiXwj7NHCzXYSTfUr8EYabnoiQP5Vhl_XkZYd9qd6fZonTmRqSd4Qb55NMqIKM3nCt34ZZz2tO_xC3Ghu3zDe0ZC4paej1KSD4cirwcAIQDs1lcEJ7ucg/TXAea14RkhXRmjDTu3qxcykuBLahKOFJKthZLkuwtiA),Terminé,"Christophe Rault,Aurélie Brousse,Camille Valençon,Guillaume Lelièvre",Policier,,Non définie,"Lina, 16 ans, apprend à la radio la disparition de Julien, un élève de son lycée à Montbéliard. Après avoir reçu un message audio provenant du téléphone du disparu, elle va à la rencontre du journaliste de France Bleu Belfort-Montbéliard, Christophe Beck. Elle décide alors de mener l'enquête et de partager ses découvertes sur sa chaîne de podcast.",,https://audioblog.arteradio.com/blog/163631/podcast/192516/tout-va-bien-episode-1-julien,Français,7/11/2022,,https://radioma.eu/podcast/tout-va-bien,https://www.youtube.com/watch?v=uzpabVJmHng,https://feeds.acast.com/public/shows/616fca887d5f0200123c4183,,https://open.spotify.com/episode/7poKKbWIQVw9dxe4lDp8Ku,,,,Zeni1,,,,,"Christophe Rault, Aurélie Brousse, Camille Valençon, Guillaume Lelièvre",,
Transmissions,transmissions.jpg (https://v5.airtableusercontent.com/v3/u/29/29/1716739200000/h7mjH-AYr3Yk8hcssvqpHA/XJxOUZ2ZFrPW7AK2cF9CeOW0uSUos3K19iMpLdygYFy38zx49P3lrKpH02plW6ahdgjFgPjFmzx23Um9qMFAKx2eAndsEomh-qGcJNKHH0rzFePT9vcnQE_y8DJPUfCcctMh-83i-hL-1CbgjL2Iyg/fhypJeDW0T6rZi4GPXl7p_xJpnvnGIXPbPeKY-nw-z4),Terminé,"Caroline Prévinaire,LVDT","Science-Fiction,Post-apo",1:10,1 h 10 min,"Lisa est une ado presque comme les autres, qui vit seule avec son père et leur chien Sam, dans un abri antinucléaire qui leur sert de refuge… Lisa n’a connu que le “monde d’après” et son père n’est pas du genre bavard. Alors quand un message radio réveille l’espoir de retrouver sa mère, elle s’élance dans une virée épique à travers la Belgique, à la recherche de ce qu’il reste peut-être d’humanité sur cette terre.",,https://lvdt-studio.com/transmissions/,Français,,checked,https://lvdt-studio.com/transmissions/,,https://feeds.captivate.fm/transmissions/,,https://open.spotify.com/show/4SJbajgNfa7dAfX72Gfbh3?si=a4990197d46243c7&nd=1,,,,,,,,,"Caroline Prévinaire, LVDT",,
Trauma Fantasy X,trauma.jpg (https://v5.airtableusercontent.com/v3/u/29/29/1716739200000/AFrTbHxOjFhVRE7pwMhZyA/wFY4dHaDAJzCUKw8gPSTpuPOKyWRrEy7QjDQTkRkuA0irjMWu835L3_RrCdfFBiJofdFkZfzAEa6wIc478ov29N9DJ8aR4FBFeiLNyyjzDXjYbzoMQvnrs4-WEI2V5mpHQFa18XX08eCCJjYiib2fw/Hf3UIXROlzA7bS2Ghyim5nteWq8ILEBiBvV7q6nYnUk),En cours,"Neckhaos,Wolf","Fantasy,Licence,Parodie",,Non définie,"Final Fantasy X est un jeu vidéo édité par Square Enix. Ce jeu raconte une histoire. Trauma Fantasy X est une parodie audio de Final Fantasy X, créée par Neckhaos et WolF. Cette parodie raconte une autre histoire. Pour des raisons évidentes de spoil, nous n’allons donc résumer aucune de ces deux histoires. Cependant, nous pouvons vous dire qu’il s’agira principalement de l’histoire de Tyfus, et qu’il va vivre des aventures terribles. Car sinon, la série ne porterait pas ce nom funeste.",,https://lemondedeglagnork.fr/trauma-fantasy-x/,Français,,,https://lemondedeglagnork.fr/trauma-fantasy-x/,,,,https://open.spotify.com/show/3oFGYcfrhb17rgfvgeJnAv?go=1&sp_cid=d0e3341a9add4bed7c27e482a1a5cf98&nd=1,,,,,,,,,"Neckhaos, Wolf",,
Trimoria,trimoria.jpg (https://v5.airtableusercontent.com/v3/u/29/29/1716739200000/WAiYRKx6R__xH7MW2xK4Xg/pOq-6otI_sWVAIKFO0UR7GTncNrFILIqNznVA8n4rMthcEkPQ2KNvkst-ipMyTuKYVGzAIHbk7nfJtqXfhdvw8TSF87s5AXosdpzDxYygpSUvXS4jyvIMn64oYEHhU8XG_NkYVN2-Zj4lyaZsMdebg/J3K_DBSUKifgdhsJb5tpDM6XCnjtxJ1Xpx9r4pJOeQY),Terminé,Flo,Fantastique,2:28,2 h 28 min,"Lucas Salpetrière est un jeune homme à l'imagination débordante. Depuis qu'il est tout petit, il échappe à sa morne réalité quotidienne et à ses divers tracas en se réfugiant dans son monde imaginaire : Trimoria.",,https://www.flopod.fr/portfolio/trimoria/,Français,,checked,https://www.flopod.fr/portfolio/trimoria/,,,,,,,,,,,,,Flo,,
Un Donjon pour une Dette,UnDonjonPourUneDette.jpg (https://v5.airtableusercontent.com/v3/u/29/29/1716739200000/woO6NBLyiT1mlGZbWsLY2A/tRPhFjAFsNaD0Qa0mvu_mzItym17Aoqy80n92Rt1JOZs3vHGO9KaoCmkWQ7c2jLAhfs2EkwXkGjbUr-OeDu5XlhNaQCORQN6ZFcNauAjhg_6UgVxGY29ogJ1HRJGehaBvWbmYpXDNuRPXR0TiRRo8V1ddLotx9w5IbH-lVCuB6I/MCf64MMfhMhmEsmzgkuRoaKovNptxC4VRxsCeGEqpew),Terminé,"Elrik Melny,Robin Vador,Un Duo Rôliste",Fantasy,,Non définie,"Imaginez que vous vous réveilliez un matin, que votre sœur a disparu, qu’elle doit de l’argent au parrain de la mafia locale qui vous lance une malédiction et vous force à aller piller la tombe perdue du plus grand magicien runique qui n’ait jamais existé. Eh bien n’imaginez plus ! Lancez-vous dans cette aventure où vous avez le contrôle de l’histoire, et tracez votre propre destin. Bienvenue dans un Donjon pour une Dette, une fiction sonore interactive.",,https://unduoroliste.net/?page_id=1050,Français,26/10/2023,,https://unduoroliste.net/?page_id=1050,https://www.youtube.com/watch?v=SLVGDKxrtDw,https://unduoroliste.net/?feed=rss2&cat=2,,https://open.spotify.com/show/78fYrfbUr7iVUaieZKACTD,,,,,,,,,"Elrik Melny, Robin Vador, Un Duo Rôliste",,
Un Noël en Or,noel.jpg (https://v5.airtableusercontent.com/v3/u/29/29/1716739200000/Eq0A9OLhKAKdxFQ_qEEOnw/tWytJxCJG_TEBrQ7LquJU16wEPBtcqng35_sf6YOTBR0EfHokBgtUyu_ZwsFq-hQRxKTpE6WgIKhsY5FBLSq6OjgB1RMEKCK7Q9UL5w60tK7_K79ViARRLWBNGzCuZdOsTdhyEmT0SGKupvKeetQvw/NeNDtdF1tXRXNGbeVO7uDGEVm3395OypzOElqQxB0l0),Terminé,Akarius Zaler,Action,0:17,17 min,"Synopsis : Le jour où Barbara proposa à Joris de se mettre au braquage, celui-ci ne s'imaginait pas des risques qu'ils encouraient. Rejoindre un gang, se servir d'une arme, composer avec le caractère de chacun... Ce monde lui était bien étranger et il espérait passer un soir de Noël plus tranquille. Mais l'appât du gain semblait trop fort et il ne savait pas qu’en acceptant son offre, il vivrait une histoire traumatisante. ",,https://www.youtube.com/watch?v=DkqGdUIbmpc,Français,17/12/2023,,https://www.youtube.com/watch?v=DkqGdUIbmpc,https://www.youtube.com/watch?v=DkqGdUIbmpc,,,,,,,,,,,,Akarius Zaler,,
Une aventure de Huckleberry Finn,huck.jpg (https://v5.airtableusercontent.com/v3/u/29/29/1716739200000/W_n2xMAna5CiB4an0rzsXw/AfztxBmgaHVWIy99QAh1am1Xz3y-CU76Yu2hM9UBaksdJDaq4uOKoDdg1XWICWt0gnHVP1AbsK6FwX2275-GEIeCQI2J4lJgdtwXmBi6UzTXR9dO7kfC7D5MS1Wz8n96POsQLOpbw0WF4Iw_8GQ7Ag/k_F99Ci6aYHzKUyivN_hxQb3S5yy6p8yP3GSIBP2v_c),Terminé,"Pierre Senges,France Culture","Enfant,Musical",1:06,1 h 6 min,"En descendant pendant des jours l'immense Mississippi, Huck et Jim vivent toutes sortes d'aventures ; ils se nourrissent de leur pêche et conjurent le mauvais sort ; ils rencontrent un étrange Duc, faux comédien et véritable escroc. Peu à peu, entre le jeune garçon sans famille et le ""nègre"" évadé se noue une amitié profonde, encore inavouable dans l'Amérique de 1840.",5,https://www.franceculture.fr/emissions/fictions-theatre-et-cie/une-aventure-de-huckleberry-finn-de-mark-twain-0,Français,18/12/2015,checked,https://www.franceculture.fr/emissions/fictions-theatre-et-cie/une-aventure-de-huckleberry-finn-de-mark-twain-0,,,,,,,,"Zeni1,Club écoute,20",,,,,"Pierre Senges, France Culture",,
Une aventure de Tom Sawyer,tom-sawyer.jpg (https://v5.airtableusercontent.com/v3/u/29/29/1716739200000/M5ExUMNyFIjhi5PdwZC6aA/c7AkIdT_cjTDeKuoSn8Di0FKzU9p73-Dm5KppeKwoM8XS90dVz2fhf4wXIaXRZGdpXsnTvvsBQI13_DWaGSV7cJQ8hpYcsazudJqiohXwDns_IS-YMFL0wiomzMIRCFROzePaSsfJVMIAu-ALgzI7g/QRfzFvZDzCVyav5YUG6nSRCuO1LqgvDu9KEyYtkC4cs),Terminé,"Pierre Senges,France Culture",Enfant,0:56,56 min,"Tom Sawyer est un jeune garçon plein de vigueur, imaginatif, intrépide et… désobéissant. Dès que sa tante Polly a le dos tourné, il s’en va rejoindre son ami Huckleberry Finn, l’orphelin vagabond, pour faire les quatre cents coups.",5,https://www.franceculture.fr/emissions/fictions-samedi-noir/une-aventure-de-tom-sawyer-dapres-mark-twain,Français,,checked,https://www.franceculture.fr/emissions/fictions-samedi-noir/une-aventure-de-tom-sawyer-dapres-mark-twain,,,,,,,,,,,,,"Pierre Senges, France Culture",,
Une aventure de VV,vv.jpg (https://v5.airtableusercontent.com/v3/u/29/29/1716739200000/oS5ht272PNWZHciVPBixdw/t6-Y675Gt6LUuFNE_x7Sgorn3HJnWKUjvrV88Lt7Lv5-TbqV1mHGiO2U7-OSbANz4Wqd_e6GilGapqUBstxWPVdUV_0C3kl2AVGZ_V3mufABMqLgO5B_xG35GxLef7wFDSgtUE8iRRhtPl95eHuwbw/zSh9WOXoumj3CekppFW_e2H8K-7JQF-Lwq5HXWQoeCY),Terminé,Aksak Maboul,Musical,,Non définie,(Songspiel) (Made to Measure Vol. 48),,https://aksakmaboul.bandcamp.com/album/une-aventure-de-vv-songspiel-made-to-measure-vol-48,Français,3/3/2023,,https://aksakmaboul.bandcamp.com/album/une-aventure-de-vv-songspiel-made-to-measure-vol-48,,,,,,,,"TJP,TJP2023",,,,,Aksak Maboul,,
Une de Perdue,UneDePerdue.png (https://v5.airtableusercontent.com/v3/u/29/29/1716739200000/f_2sw8AzwBfcPbad6B0WdQ/SJxwxIK6I5Kg4J2E8K0ynsnkeFYnTsr-lCLI3UEjgojbjT1h5qOYQg9pMyx8r12ZaKL-mVhacaUxhO9JFFAnvcats8hC0z5CDNgAVA-KUVUHkix9IXe8WZJKJEIjHoeAfzy0xr8uRPPb-VewpCcp0Q/hfF7JO7-jLj_k1GkELqLNvcRdxdFY6EsqC9Io3HyM10),Terminé,Akarius Zaler,Drame,0:33,33 min,"Seul face au silence et au son répète des machines, elle pleure. Comment retrouver de la communication quand on n'est pas sûr d'être écouté ? Seul le calme de chez elle l'apaise et lui permet de lâcher ce qu'elle a sur le cœur. ",,https://www.youtube.com/watch?v=twEVY57wYbM&list=PLEMsO0HeuSFhlvbiymKTma9gecnu5_9Jd,Français,4/9/2023,,https://www.youtube.com/watch?v=twEVY57wYbM&list=PLEMsO0HeuSFhlvbiymKTma9gecnu5_9Jd,https://www.youtube.com/watch?v=twEVY57wYbM&list=PLEMsO0HeuSFhlvbiymKTma9gecnu5_9Jd,,,,,,,,,,,,Akarius Zaler,,
Une de Perdue,,Terminé,Akarius Zaler,"Drame,Ambiance,Tranche-de-vie",,Non définie,"Seule face au silence et au son répète des machines, elle pleure. Comment retrouver de la communication quand on n'est pas sûr d'être écouté ? 
Seul le calme de chez elle l'apaise et lui permet de lâcher ce qu'elle a
 sur le cœur. ",,https://www.youtube.com/watch?v=twEVY57wYbM&list=PLEMsO0HeuSFhlvbiymKTma9gecnu5_9Jd&index=1&pp=iAQB,Français,,,https://www.youtube.com/watch?v=twEVY57wYbM&list=PLEMsO0HeuSFhlvbiymKTma9gecnu5_9Jd&index=1&pp=iAQB,https://www.youtube.com/watch?v=twEVY57wYbM&list=PLEMsO0HeuSFhlvbiymKTma9gecnu5_9Jd&index=1&pp=iAQB,,,,,,,,,,,,Akarius Zaler,,
Une histoire et... oli,oli.png (https://v5.airtableusercontent.com/v3/u/29/29/1716739200000/qmn3W7P3mkPD659BRchjzA/nYtZUz883rLfX2p-BnoDzW3o2fiawSOhBAe_-39mvWT9SugO4gVt7UiiK_gvaPi2WGE2KSkyHD1BW0GhKVZcVDN-bZGyw80Qanq_yEk4Jgq5qxvRANK796X1MfQ51TSjF5B_ad62p6o_rvkOH_6YiA/phV1mFWHhDo-D8T3JRKv4k_9zB1C3OleJNf4bUNxnwo),En cours,"Lola Costantini,France Inter",Enfant,,Non définie,"Vous cherchez des histoires du soir pour vos enfants ? Découvrez les nouveaux épisodes de la série audio France Inter : des contes pour les 5-7 ans, imaginés et racontés par de nombreux auteurs tels que Chloé Delaume, Katherine Pancol, Zep, Delphine de Vigan, Guillaume Meurice, Alain Mabanckou…",,https://www.franceinter.fr/emissions/une-histoire-et-oli,Français,,checked,https://www.franceinter.fr/emissions/une-histoire-et-oli,,http://radiofrance-podcast.net/podcast09/rss_19721.xml,,,,,,,,,,,"Lola Costantini, France Inter",,
Unknow?,unknow.jpg (https://v5.airtableusercontent.com/v3/u/29/29/1716739200000/okYfWd3Z9yWFwId1cFHwIQ/JEoWrgt7fI8R-IWgK_B4uf3hmz0claddFtgUeBwb8hPse_vlK4-WSoiHBigyl2bPShKesq6wEF7Ad9yzYh181aRp6rjqSvfC2Hp5f_WuAN6gdyPHphBe0lEV4wRFUS_psdtsbE2TWufzRBp7GX89mw/dbidS4hX_VsoajdGhm3CD2qQZv0xQT8XYdE7Jy8LmE8),Terminé,Émilie Madsen,Science-Fiction,0:10,10 min,"Iels sont trois, iels sont amnésiques et se réveillent tou.te.s dans un et même lieu. Qui sont-iels ? Où sont-iels ? Et Pourquoi sont-iels ici ? sont évidemment les premières questions à se poser. Suivez l’aventure de ce groupe de trois en quête de réponses dans un monde fantastique/fantaisiste inconnu, voire hostile ?",,https://unknow.lepodcast.fr/,Français,,checked,https://unknow.lepodcast.fr/,https://www.youtube.com/playlist?list=PLIONXABI9fENWzKVefTwsxkY6ngoUY7Ee,https://unknow.lepodcast.fr/rss,,,,,,,,,,,Émilie Madsen,,
Vacarme,vacarme.jpg (https://v5.airtableusercontent.com/v3/u/29/29/1716739200000/6fLS-VImUdLAiYvlihYIHQ/aRQ4Jr-tk-ARJQC7O817PRe6B02om1VIJy2QSoHs96gUv2rEWWTt60tHmki13Hs2JAxjRPNumICPPyHQdW3hjZMxNs7STeMmxwbNjraVU2Zo355niLa60B0MDKQU7UlPgyzKc_uja4VZEjvuEmIKJg/K4cBpo8-avcuUudErAjDw5HBah2IHqrArrxEiksLwxE),Terminé,"Mehdi B.,Bababam","Ambiance,Drame,Documentaire",0:36,36 min,"Plongez au cœur d’une catastrophe naturelle à travers des personnages et vivez une expérience sonore inspirée de faits ayant réellement eu lieu dans les Outre-mer. Glissements de terrain, inondations, feux de forêt ou cyclones : avec l'accélération des problématiques environnementales, les catastrophes majeures risquent de se multiplier dans les prochaines décennies.",,https://la1ere.francetvinfo.fr/programme-audio/vacarme-7f838198-5bcf-43e9-b529-11f442027e8b/,Français,26/12/2022,,https://la1ere.francetvinfo.fr/programme-audio/vacarme-7f838198-5bcf-43e9-b529-11f442027e8b/,,https://feeds.audiomeans.fr/feed/7f838198-5bcf-43e9-b529-11f442027e8b.xml,,,,,,,,,,,"Mehdi B., Bababam",,
